State,District ,Crop,Crop_Year,Season,Area ,Production,Yield
Andhra Pradesh,KRISHNA,Rice,2007,Rabi       ,94000.0,355000.0,3.78
Telangana,KHAMMAM,Maize,2018,Kharif     ,3281.0,17593.0,5.36
Nagaland,MOKOKCHUNG,Ginger,2016,Kharif     ,310.0,2810.0,9.06
Bihar,SITAMARHI,Rice,2008,Summer     ,22.0,37.0,1.68
Chhattisgarh,KORBA,Horse-gram,2007,Kharif     ,5422.0,1470.0,0.27
Himachal Pradesh,CHAMBA,Small millets,2008,Kharif     ,1182.0,356.0,0.3
Uttar Pradesh,BIJNOR,Gram,2013,Rabi       ,6.0,3.0,0.5
Arunachal Pradesh,WEST KAMENG,Dry chillies,2000,Whole Year ,43.0,147.0,3.42
Andhra Pradesh,NIZAMABAD,Dry chillies,2007,Rabi       ,1000.0,4000.0,4.0
Tripura,NORTH TRIPURA,Rice,2017,Winter     ,15057.0,40923.0,2.72
Haryana,AMBALA,Arhar/Tur,2001,Kharif     ,294.0,400.0,1.36
Telangana,ADILABAD,Wheat,2013,Rabi       ,3170.0,586.0,0.18
Kerala,KOZHIKODE,Arecanut,2019,Whole Year ,9735.0,6170.0,0.63
Rajasthan,PALI,Potato,2008,Whole Year ,5.0,7.0,1.4
Uttar Pradesh,PILIBHIT,Gram,2010,Rabi       ,1.0,1.0,1.0
Maharashtra,NANDURBAR,Safflower,2004,Rabi       ,400.0,200.0,0.5
Madhya Pradesh,DANTEWADA,Potato,1999,Whole Year ,2.0,24.0,12.0
Uttar Pradesh,HARDOI,Guar seed,2017,Kharif     ,27.0,19.0,0.7
Assam,GOALPARA,Peas & beans (Pulses),2011,Rabi       ,470.0,252.0,0.54
Meghalaya,WEST GARO HILLS,Potato,2015,Winter     ,327.0,2572.0,7.87
Madhya Pradesh,ASHOKNAGAR,Khesari,2008,Rabi       ,192.0,198.0,1.03
Assam,LAKHIMPUR,Linseed,2006,Rabi       ,24.0,9.0,0.38
Uttar Pradesh,KHERI,Jowar,2008,Kharif     ,200.0,185.0,0.93
Meghalaya,EAST GARO HILLS,Castor seed,2016,Rabi       ,16.0,16.0,1.0
Jharkhand,CHATRA,Rapeseed &Mustard,2010,Rabi       ,297.0,144.0,0.48
Uttar Pradesh,ALLAHABAD,Gram,2012,Rabi       ,15580.0,13011.0,0.84
Uttar Pradesh,AMETHI,Rapeseed &Mustard,2019,Rabi       ,3508.0,2378.0,0.68
Maharashtra,PUNE,Sesamum,2018,Kharif     ,646.0,81.0,0.13
Madhya Pradesh,UJJAIN,Sannhamp,2010,Whole Year ,1.0,,0.0
Haryana,KAITHAL,Arhar/Tur,2011,Kharif     ,1.0,,0.0
Jammu and Kashmir,ANANTNAG,Potato,2008,Rabi       ,32.0,182.0,5.68
Uttar Pradesh,DEORIA,Sugarcane,1998,Whole Year ,18227.0,859512.0,47.16
Karnataka,TUMAKURU,Bajra,1998,Kharif     ,376.0,176.0,0.47
Odisha,NAYAGARH,Dry chillies,2000,Whole Year ,240.0,190.0,0.79
Uttar Pradesh,BASTI,Gram,1998,Rabi       ,4255.0,3210.0,0.75
Himachal Pradesh,UNA,Garlic,2016,Rabi       ,9.0,11.0,1.22
Madhya Pradesh,BURHANPUR,Jowar,2015,Kharif     ,8000.0,28000.0,3.5
Uttar Pradesh,ALIGARH,Dry chillies,2010,Kharif     ,49.0,43.0,0.88
Rajasthan,SIKAR,Onion,2002,Whole Year ,3217.0,21120.0,6.57
Karnataka,HASSAN,Arecanut,2000,Whole Year ,1922.0,1878.0,0.98
Uttar Pradesh,BUDAUN,Moong(Green Gram),2009,Kharif     ,89.0,13.0,0.15
Madhya Pradesh,BARWANI,Cotton(lint),2012,Kharif     ,64488.0,308540.0,4.78
Odisha,MALKANGIRI,Rice,2019,Winter     ,91450.0,212760.0,2.33
Uttar Pradesh,UTTAR KASHI,Peas & beans (Pulses),1998,Rabi       ,111.0,114.0,1.03
Uttar Pradesh,KASGANJ,Moong(Green Gram),2009,Kharif     ,250.0,37.0,0.15
Uttar Pradesh,MORADABAD,Potato,2008,Rabi       ,11475.0,244326.0,21.29
Haryana,PANCHKULA,Dry chillies,2007,Whole Year ,74.0,900.0,12.16
Odisha,JAJAPUR,Other  Rabi pulses,2001,Rabi       ,110.0,60.0,0.55
Uttar Pradesh,ETAH,Sweet potato,2010,Kharif     ,450.0,5542.0,12.32
Telangana,NIRMAL,Moong(Green Gram),2017,Rabi       ,130.0,108.0,0.83
Assam,MARIGAON,Gram,2017,Rabi       ,99.0,64.0,0.65
Uttar Pradesh,MAINPURI,Gram,2008,Rabi       ,1134.0,1141.0,1.01
Mizoram,AIZAWL,Cowpea(Lobia),2019,Kharif     ,302.0,604.0,2.0
Odisha,GAJAPATI,Ginger,2004,Kharif     ,443.0,891.0,2.01
Uttar Pradesh,BAREILLY,Sesamum,2004,Kharif     ,3113.0,308.0,0.1
Maharashtra,THANE,Niger seed,2013,Kharif     ,2000.0,700.0,0.35
Karnataka,CHAMARAJANAGARA,Sannhamp,2019,Whole Year ,512.0,304.0,0.59
Karnataka,GADAG,Jowar,2006,Kharif     ,10357.0,6858.0,0.66
Maharashtra,BEED,Maize,2010,Kharif     ,5400.0,8400.0,1.56
Haryana,PANCHKULA,Sugarcane,2019,Whole Year ,500.0,42300.0,84.6
Telangana,KAMAREDDY,Sugarcane,2019,Kharif     ,4883.0,421603.0,86.34
Gujarat,JAMNAGAR,Other Kharif pulses,2009,Kharif     ,100.0,100.0,1.0
Rajasthan,DUNGARPUR,Cotton(lint),2018,Kharif     ,588.0,1911.0,3.25
Tripura,NORTH TRIPURA,Moong(Green Gram),2016,Kharif     ,260.0,150.0,0.58
Tamil Nadu,ERODE,Turmeric,2002,Whole Year ,6135.0,28781.0,4.69
Uttarakhand,PITHORAGARH,Groundnut,2005,Kharif     ,44.0,43.0,0.98
Tamil Nadu,TIRUVANNAMALAI,Cotton(lint),2018,Kharif     ,239.0,518.0,2.17
Karnataka,DAKSHINA KANNADA,Black pepper,1998,Whole Year ,860.0,1992.0,2.32
Chhattisgarh,KANKER,Rice,2014,Kharif     ,178689.0,477197.0,2.67
Assam,NAGAON,Urad,2005,Rabi       ,1713.0,934.0,0.55
Meghalaya,RI BHOI,Arecanut,2006,Rabi       ,133.0,74.0,0.56
Manipur,CHURACHANDPUR,Groundnut,2011,Kharif     ,380.0,280.0,0.74
Gujarat,JUNAGADH,Urad,1998,Kharif     ,4900.0,4800.0,0.98
Uttar Pradesh,MAHOBA,Moong(Green Gram),2018,Kharif     ,7956.0,2450.0,0.31
Nagaland,TUENSANG,Barley,2003,Rabi       ,690.0,720.0,1.04
West Bengal,JALPAIGURI,Tobacco,2017,Whole Year ,125.0,214.0,1.71
Karnataka,KOLAR,Maize,2014,Kharif     ,439.0,1374.0,3.13
Andhra Pradesh,VIZIANAGARAM,Sugarcane,2013,Whole Year ,16894.0,1062110.0,62.87
Tamil Nadu,TIRUPPUR,Cotton(lint),2017,Rabi       ,717.0,2.0,0.0
Tamil Nadu,MADURAI,Bajra,1998,Kharif     ,3412.0,6225.0,1.82
Assam,DHUBRI,Rice,2000,Autumn     ,34476.0,20677.0,0.6
Assam,KAMRUP METRO,Niger seed,2006,Kharif     ,27.0,14.0,0.52
Uttarakhand,NAINITAL,Rice,2008,Summer     ,164.0,516.0,3.15
Odisha,KENDUJHAR,Groundnut,2016,Summer     ,5.0,3.0,0.58
Rajasthan,BHILWARA,Peas & beans (Pulses),1999,Rabi       ,124.0,189.0,1.52
Tamil Nadu,DINDIGUL,Cashewnut,2000,Whole Year ,247.0,95.0,0.38
Uttar Pradesh,PRATAPGARH,Guar seed,2004,Whole Year ,28.0,24.0,0.86
Chhattisgarh,KONDAGAON,Garlic,2011,Whole Year ,4.0,13.0,3.25
Uttar Pradesh,BANDA,Castor seed,1999,Kharif     ,7.0,4.0,0.57
Kerala,KOZHIKODE,Cardamom,1999,Whole Year ,220.0,,0.0
Tamil Nadu,VIRUDHUNAGAR,Maize,2008,Whole Year ,16466.0,76838.0,4.67
Karnataka,BALLARI,Rice,2007,Summer     ,40890.0,131492.0,3.22
Manipur,TAMENGLONG,Rapeseed &Mustard,2008,Rabi       ,2260.0,1990.0,0.88
Madhya Pradesh,CHHINDWARA,Cotton(lint),2003,Kharif     ,30504.0,74208.0,2.43
Maharashtra,AHMEDNAGAR,Other Cereals,2019,Kharif     ,299.0,65.0,0.22
Uttar Pradesh,LUCKNOW,Masoor,2019,Rabi       ,1457.0,1010.0,0.69
Haryana,FARIDABAD,Arhar/Tur,2016,Kharif     ,100.0,100.0,1.0
Gujarat,SURAT,Moth,2001,Kharif     ,100.0,,0.0
Bihar,KAIMUR (BHABUA),Sesamum,2003,Kharif     ,176.0,154.0,0.88
Uttar Pradesh,HAMIRPUR,Gram,2017,Rabi       ,92802.0,86721.0,0.93
Odisha,KORAPUT,Arhar/Tur,2019,Kharif     ,4410.0,4700.0,1.07
Haryana,FARIDABAD,Peas & beans (Pulses),2019,Rabi       ,2.0,2.0,1.0
Odisha,KALAHANDI,Niger seed,2019,Winter     ,1058.0,328.0,0.31
Odisha,BALESHWAR,Sesamum,2015,Summer     ,844.0,360.0,0.43
Rajasthan,JAIPUR,Dry chillies,2014,Whole Year ,1236.0,309.0,0.25
Maharashtra,BULDHANA,Urad,2009,Kharif     ,38200.0,15800.0,0.41
Odisha,JHARSUGUDA,Rice,2010,Winter     ,30000.0,25000.0,0.83
Andhra Pradesh,PRAKASAM,Arhar/Tur,2011,Kharif     ,38173.0,12444.0,0.33
Uttar Pradesh,BAGHPAT,Other  Rabi pulses,2007,Rabi       ,50.0,47.0,0.94
Himachal Pradesh,KULLU,Onion,2006,Rabi       ,105.0,876.0,8.34
Uttar Pradesh,RAMPUR,Potato,2000,Whole Year ,2182.0,43103.0,19.75
Gujarat,AHMADABAD,Urad,2018,Kharif     ,2027.0,225.0,0.11
Tamil Nadu,TUTICORIN,Sesamum,2002,Kharif     ,2595.0,544.0,0.21
Karnataka,HAVERI,Soyabean,2008,Kharif     ,9273.0,6228.0,0.67
Andhra Pradesh,WARANGAL,Sesamum,2011,Kharif     ,2507.0,1005.0,0.4
Rajasthan,SIKAR,Masoor,2010,Rabi       ,6.0,5.0,0.83
Kerala,IDUKKI,Garlic,2012,Whole Year ,72.0,658.0,9.14
Chhattisgarh,JANJGIR-CHAMPA,Sesamum,2009,Kharif     ,676.0,338.0,0.5
Karnataka,KOPPAL,Dry chillies,2007,Kharif     ,712.0,641.0,0.9
Chhattisgarh,MUNGELI,Peas & beans (Pulses),2019,Rabi       ,192.0,70.0,0.36
Rajasthan,NAGAUR,Coriander,2010,Whole Year ,6.0,7.0,1.17
Chhattisgarh,KANKER,Sweet potato,2003,Whole Year ,80.0,453.0,5.66
Gujarat,CHHOTAUDEPUR,Arhar/Tur,2014,Kharif     ,22180.0,38458.0,1.73
Jharkhand,DHANBAD,Gram,2012,Rabi       ,6.0,7.0,1.17
Odisha,BARGARH,Turmeric,2019,Kharif     ,20.0,30.0,1.5
Madhya Pradesh,ASHOKNAGAR,Barley,2018,Kharif     ,59.0,156.0,2.64
Karnataka,BAGALKOTE,Sunflower,2011,Rabi       ,26904.0,13012.0,0.48
Karnataka,DAVANGERE,Turmeric,2015,Whole Year ,1.0,5.0,5.0
Gujarat,AMRELI,Sesamum,1999,Kharif     ,33900.0,7200.0,0.21
Tamil Nadu,DHARMAPURI,Tapioca,2000,Whole Year ,18014.0,655121.0,36.37
Tripura,DHALAI,Moong(Green Gram),2002,Whole Year ,1620.0,1213.0,0.75
West Bengal,PURBA BARDHAMAN,Bajra,2003,Kharif     ,95.0,113.0,1.19
Andhra Pradesh,KARIMNAGAR,Arhar/Tur,2011,Kharif     ,9569.0,4383.0,0.46
West Bengal,MALDAH,Turmeric,2002,Whole Year ,790.0,553.0,0.7
Bihar,VAISHALI,Arhar/Tur,2009,Kharif     ,745.0,1216.0,1.63
Mizoram,AIZAWL,Rapeseed &Mustard,2004,Rabi       ,65.0,22.0,0.34
Chhattisgarh,GAURELLA-PENDRA-MARWAHI,Khesari,2019,Rabi       ,270.0,91.0,0.34
Haryana,KARNAL,Jowar,2008,Kharif     ,139.0,,0.0
Bihar,SAMASTIPUR,Gram,2008,Rabi       ,32.0,30.0,0.94
Gujarat,BANAS KANTHA,Bajra,2017,Kharif     ,17985.0,21354.0,1.19
Punjab,FATEHGARH SAHIB,Rice,1997,Kharif     ,82000.0,302000.0,3.68
Bihar,PATNA,Sugarcane,1999,Whole Year ,497.0,10792.0,21.71
Manipur,IMPHAL EAST,Urad,2011,Kharif     ,48.0,61.0,1.28
Gujarat,NAVSARI,Onion,2018,Rabi       ,79.0,2230.0,28.23
Karnataka,KOLAR,Bajra,2019,Kharif     ,117.0,127.0,1.09
Rajasthan,DHOLPUR,Moong(Green Gram),2014,Kharif     ,120.0,62.0,0.52
Uttar Pradesh,BAREILLY,Rice,2016,Kharif     ,159246.0,356074.0,2.24
Haryana,SONIPAT,Peas & beans (Pulses),2010,Rabi       ,17.0,,0.0
Gujarat,ANAND,Sesamum,2015,Kharif     ,269.0,103.0,0.38
Tamil Nadu,TIRUVANNAMALAI,Sunflower,2015,Kharif     ,62.0,88.0,1.42
Uttar Pradesh,GHAZIABAD,Bajra,1997,Kharif     ,1376.0,1927.0,1.4
Karnataka,MYSURU,Horse-gram,2004,Kharif     ,26453.0,8796.0,0.33
Madhya Pradesh,REWA,Urad,2012,Kharif     ,11802.0,2736.0,0.23
Madhya Pradesh,RATLAM,Dry chillies,2016,Whole Year ,949.0,1651.0,1.74
Uttar Pradesh,BALLIA,Moong(Green Gram),2013,Summer     ,180.0,120.0,0.67
Telangana,NIZAMABAD,Other  Rabi pulses,2015,Rabi       ,49.0,20.0,0.41
Karnataka,TUMAKURU,Maize,2011,Summer     ,533.0,1707.0,3.2
Odisha,KENDRAPARA,Groundnut,1998,Summer     ,2798.0,1757.0,0.63
Punjab,PATIALA,Urad,1999,Kharif     ,100.0,10.0,0.1
Rajasthan,KARAULI,Castor seed,2000,Kharif     ,3.0,2.0,0.67
Bihar,BEGUSARAI,Rice,2013,Autumn     ,10512.0,8367.0,0.8
Uttar Pradesh,RAE BARELI,Jowar,2003,Kharif     ,11668.0,9956.0,0.85
Madhya Pradesh,INDORE,Potato,2007,Whole Year ,18738.0,269665.0,14.39
Uttar Pradesh,LALITPUR,Potato,2002,Whole Year ,297.0,6890.0,23.2
Odisha,BHADRAK,Horse-gram,2000,Kharif     ,7.0,4.0,0.51
Rajasthan,BANSWARA,Groundnut,2006,Kharif     ,224.0,292.0,1.3
Madhya Pradesh,HOSHANGABAD,Wheat,2017,Rabi       ,231500.0,997300.0,4.31
Madhya Pradesh,KHARGONE,Sweet potato,2010,Whole Year ,76.0,345.0,4.54
Kerala,KOZHIKODE,Ginger,2000,Whole Year ,367.0,1098.0,2.99
Gujarat,BHARUCH,Urad,2019,Kharif     ,1073.0,1164.0,1.08
Chhattisgarh,JASHPUR,Sugarcane,2008,Whole Year ,92.0,264.0,2.87
Madhya Pradesh,BURHANPUR,Sesamum,2008,Whole Year ,118.0,52.0,0.44
Uttarakhand,RUDRA PRAYAG,Wheat,2001,Rabi       ,10528.0,14144.0,1.34
Chhattisgarh,SURAJPUR,Bajra,2018,Whole Year ,4.0,,0.0
Gujarat,BANAS KANTHA,Maize,2012,Kharif     ,7900.0,13600.0,1.72
Uttarakhand,PITHORAGARH,Other Kharif pulses,2017,Kharif     ,1897.0,2658.0,1.4
Karnataka,TUMAKURU,Maize,2006,Summer     ,345.0,1106.0,3.21
Uttar Pradesh,PRATAPGARH,Sweet potato,2007,Kharif     ,509.0,6853.0,13.46
Meghalaya,EAST GARO HILLS,Jute,2017,Kharif     ,48.0,561.0,11.69
Madhya Pradesh,RAIPUR,Soyabean,1998,Kharif     ,900.0,700.0,0.78
Assam,CACHAR,Wheat,2002,Rabi       ,59.0,67.0,1.14
Andhra Pradesh,WARANGAL,Other  Rabi pulses,2003,Rabi       ,1665.0,305.0,0.18
Uttar Pradesh,HARDOI,Gram,2018,Rabi       ,607.0,689.0,1.14
Andhra Pradesh,RANGAREDDI,Potato,2001,Whole Year ,129.0,455.0,3.53
Bihar,ARARIA,Mesta,2016,Kharif     ,710.0,1163.0,1.64
Maharashtra,SATARA,Niger seed,2019,Kharif     ,1384.0,512.0,0.37
Karnataka,CHIKKAMAGALURU,Urad,2004,Rabi       ,23.0,8.0,0.35
Sikkim,WEST DISTRICT,Rapeseed &Mustard,1997,Rabi       ,1300.0,1070.0,0.82
Uttar Pradesh,SHRAVASTI,Small millets,1997,Kharif     ,238.0,204.0,0.86
Bihar,PURBI CHAMPARAN,Other  Rabi pulses,2010,Rabi       ,165.0,123.0,0.75
Odisha,KALAHANDI,Sugarcane,2015,Winter     ,112.0,6256.0,55.86
Uttar Pradesh,SULTANPUR,Arhar/Tur,2007,Kharif     ,9277.0,11814.0,1.27
Gujarat,SURAT,Gram,1999,Rabi       ,2800.0,2000.0,0.71
Rajasthan,NAGAUR,Guar seed,2010,Whole Year ,73708.0,35535.0,0.48
Madhya Pradesh,CHHATARPUR,Maize,2018,Kharif     ,125.0,160.0,1.28
Maharashtra,WASHIM,Jowar,2008,Kharif     ,29900.0,45000.0,1.51
Karnataka,BENGALURU URBAN,Garlic,2013,Whole Year ,2.0,2.0,1.0
Gujarat,GANDHINAGAR,Castor seed,2016,Kharif     ,24284.0,54270.0,2.23
Chhattisgarh,SURGUJA,Turmeric,2014,Whole Year ,151.0,145.0,0.96
Telangana,MANCHERIAL,Maize,2017,Rabi       ,642.0,2877.0,4.48
Bihar,PASHCHIM CHAMPARAN,Other Kharif pulses,2013,Kharif     ,146.0,110.0,0.75
Madhya Pradesh,RAISEN,Onion,2003,Whole Year ,458.0,5422.0,11.84
Haryana,MAHENDRAGARH,Cotton(lint),2002,Kharif     ,3613.0,5000.0,1.38
Arunachal Pradesh,KURUNG KUMEY,Oilseeds total,2002,Whole Year ,380.0,320.0,0.84
Bihar,PATNA,Urad,1999,Kharif     ,2.0,1.0,0.5
Tamil Nadu,VELLORE,Rice,2017,Winter     ,19122.0,87617.0,4.58
Maharashtra,GONDIA,Sugarcane,2003,Whole Year ,500.0,28800.0,57.6
Arunachal Pradesh,UPPER SIANG,Potato,2011,Whole Year ,127.0,1072.0,8.44
Uttar Pradesh,SONBHADRA,Moong(Green Gram),1999,Kharif     ,96.0,27.0,0.28
Bihar,BANKA,Potato,2017,Rabi       ,1015.0,14511.0,14.3
Maharashtra,JALNA,Groundnut,2002,Kharif     ,1200.0,1000.0,0.83
Odisha,MALKANGIRI,Rice,1999,Winter     ,81000.0,106000.0,1.31
Gujarat,MAHESANA,Castor seed,2015,Kharif     ,84222.0,201745.0,2.4
Tamil Nadu,MADURAI,Maize,2004,Kharif     ,826.0,1657.0,2.01
Uttar Pradesh,DEORIA,Gram,2010,Rabi       ,176.0,162.0,0.92
Meghalaya,EAST GARO HILLS,Soyabean,2000,Kharif     ,122.0,115.0,0.94
Telangana,MAHBUBNAGAR,Cowpea(Lobia),2018,Rabi       ,14.0,16.0,1.14
Mizoram,LUNGLEI,Rapeseed &Mustard,2004,Kharif     ,17.0,11.0,0.65
Madhya Pradesh,DINDORI,Masoor,2014,Rabi       ,22000.0,16000.0,0.73
Assam,MARIGAON,Moong(Green Gram),2004,Rabi       ,150.0,29.0,0.19
Nagaland,DIMAPUR,Sesamum,2019,Kharif     ,667.0,412.0,0.62
Rajasthan,DUNGARPUR,Moth,2018,Kharif     ,3.0,1.0,0.33
Uttarakhand,TEHRI GARHWAL,Wheat,2012,Rabi       ,24807.0,37149.0,1.5
Chhattisgarh,DHAMTARI,Moong(Green Gram),2000,Rabi       ,146.0,23.0,0.16
Uttar Pradesh,BASTI,Bajra,1999,Kharif     ,7.0,15.0,2.14
Karnataka,DAVANGERE,Dry chillies,2014,Summer     ,142.0,273.0,1.92
Chhattisgarh,JANJGIR-CHAMPA,Sweet potato,2005,Whole Year ,28.0,182.0,6.5
Maharashtra,BHANDARA,Linseed,2007,Rabi       ,5000.0,1500.0,0.3
West Bengal,DINAJPUR DAKSHIN,Dry chillies,2002,Autumn     ,750.0,589.0,0.79
Madhya Pradesh,BHIND,Masoor,2011,Rabi       ,5309.0,1688.0,0.32
Madhya Pradesh,SHIVPURI,Moong(Green Gram),2015,Kharif     ,5000.0,1000.0,0.2
Maharashtra,BEED,Safflower,2005,Rabi       ,23300.0,14400.0,0.62
Tamil Nadu,VIRUDHUNAGAR,Sunflower,2019,Rabi       ,1660.0,1791.0,1.08
Karnataka,UTTARA KANNADA,Cowpea(Lobia),2019,Summer     ,46.0,11.0,0.24
Karnataka,TUMAKURU,Wheat,1997,Rabi       ,2.0,2.0,1.0
Maharashtra,LATUR,Other  Rabi pulses,2015,Rabi       ,500.0,30.0,0.06
Mizoram,SAIHA,Cowpea(Lobia),2017,Kharif     ,13.0,14.0,1.05
Assam,DIMA HASAO,Cotton(lint),2014,Kharif     ,57.0,27.0,0.47
Karnataka,HAVERI,Moong(Green Gram),1999,Kharif     ,16370.0,7449.0,0.46
Haryana,FATEHABAD,Sugarcane,2017,Whole Year ,1300.0,110500.0,85.0
Nagaland,KOHIMA,Castor seed,2011,Kharif     ,20.0,10.0,0.5
Andhra Pradesh,RANGAREDDI,Groundnut,2009,Rabi       ,7221.0,11099.0,1.54
Karnataka,KOPPAL,Urad,2001,Kharif     ,3.0,1.0,0.33
Karnataka,VIJAYAPURA,Horse-gram,2008,Kharif     ,2780.0,932.0,0.34
Assam,HAILAKANDI,Rice,2015,Winter     ,41185.0,98213.0,2.38
Chhattisgarh,BILASPUR,Potato,2010,Whole Year ,468.0,2500.0,5.34
Tripura,KHOWAI,Jute,2015,Kharif     ,47.0,410.0,8.72
Uttar Pradesh,AMBEDKAR NAGAR,Peas & beans (Pulses),2011,Rabi       ,3642.0,3941.0,1.08
Rajasthan,DUNGARPUR,Ginger,2002,Kharif     ,4.0,24.0,6.0
Jharkhand,JAMTARA,Gram,2017,Rabi       ,1225.0,980.0,0.8
Madhya Pradesh,KHARGONE,Barley,2015,Kharif     ,4000.0,11000.0,2.75
Tamil Nadu,VILLUPURAM,Moong(Green Gram),2003,Kharif     ,1579.0,670.0,0.42
Rajasthan,CHURU,Gram,2009,Rabi       ,162383.0,31623.0,0.19
Uttarakhand,HARIDWAR,Wheat,2020,Rabi       ,44076.0,175292.0,3.98
Madhya Pradesh,SAGAR,Banana,2011,Whole Year ,4.0,85.0,21.25
Uttar Pradesh,MAHOBA,Maize,2006,Kharif     ,17.0,23.0,1.35
Rajasthan,AJMER,Other Kharif pulses,2012,Kharif     ,1048.0,208.0,0.2
Uttarakhand,DEHRADUN,Urad,2020,Kharif     ,687.0,824.0,1.2
Andhra Pradesh,KADAPA,Dry chillies,2002,Kharif     ,3839.0,5854.0,1.52
Rajasthan,JHUNJHUNU,Garlic,1999,Whole Year ,486.0,972.0,2.0
Madhya Pradesh,BURHANPUR,Rice,2004,Kharif     ,3478.0,3764.0,1.08
Andhra Pradesh,MAHBUBNAGAR,Groundnut,2003,Kharif     ,40729.0,24600.0,0.6
Odisha,BOUDH,Maize,2019,Autumn     ,58.0,49.0,0.85
Karnataka,BALLARI,Jowar,2011,Rabi       ,11332.0,22252.0,1.96
Madhya Pradesh,KHANDWA,Bajra,1999,Kharif     ,1620.0,796.0,0.49
Assam,DHEMAJI,Moong(Green Gram),2010,Rabi       ,229.0,128.0,0.56
Uttarakhand,PITHORAGARH,Rice,2015,Kharif     ,20538.0,26720.0,1.3
Uttar Pradesh,LUCKNOW,Maize,2003,Rabi       ,6.0,8.0,1.33
Madhya Pradesh,SAGAR,Sannhamp,2009,Whole Year ,38.0,19.0,0.5
Uttar Pradesh,SITAPUR,Maize,1999,Rabi       ,37.0,54.0,1.46
Uttarakhand,CHAMOLI,Garlic,2006,Whole Year ,57.0,103.0,1.81
Karnataka,KOPPAL,Dry chillies,2012,Kharif     ,790.0,724.0,0.92
Karnataka,CHIKKABALLAPURA,Dry chillies,2012,Rabi       ,62.0,169.0,2.73
Bihar,MADHEPURA,Arhar/Tur,1997,Kharif     ,141.0,144.0,1.02
Odisha,JAJAPUR,Onion,2001,Whole Year ,560.0,3640.0,6.5
Jammu and Kashmir,JAMMU,Sannhamp,2010,Kharif     ,114.0,57.0,0.5
Odisha,NABARANGPUR,Ragi,2007,Summer     ,4.0,2.0,0.55
Uttar Pradesh,KANPUR DEHAT,Banana,2016,Summer     ,1.0,55.0,55.0
West Bengal,PARAGANAS NORTH,Groundnut,2008,Summer     ,1813.0,3885.0,2.14
Uttar Pradesh,KHERI,Small millets,2006,Kharif     ,154.0,92.0,0.6
Madhya Pradesh,SEONI,Onion,2012,Whole Year ,607.0,15930.0,26.24
Uttarakhand,RUDRA PRAYAG,Dry chillies,2007,Kharif     ,102.0,26.0,0.25
Rajasthan,CHURU,Cotton(lint),2001,Kharif     ,340.0,188.0,0.55
Madhya Pradesh,MANDSAUR,Arhar/Tur,2015,Kharif     ,1000.0,1000.0,1.0
Uttar Pradesh,BAHRAICH,Sweet potato,2013,Kharif     ,104.0,1374.0,13.21
Uttar Pradesh,LALITPUR,Urad,2008,Kharif     ,92272.0,59608.0,0.65
Andhra Pradesh,GUNTUR,Soyabean,2017,Kharif     ,6.0,12.0,2.0
Maharashtra,NASHIK,Arhar/Tur,2017,Kharif     ,7600.0,6200.0,0.82
Tamil Nadu,THENI,Maize,2017,Rabi       ,4029.0,35665.0,8.85
Jharkhand,SAHEBGANJ,Maize,2017,Rabi       ,937.0,806.0,0.86
West Bengal,PURULIA,Rapeseed &Mustard,2001,Rabi       ,427.0,,0.0
Assam,DARRANG,Turmeric,1997,Whole Year ,871.0,530.0,0.61
Punjab,SHAHID BHAGAT SINGH NAGAR,Wheat,2015,Rabi       ,78000.0,368000.0,4.72
Tripura,WEST TRIPURA,Other  Rabi pulses,2009,Rabi       ,174.0,161.0,0.93
Uttar Pradesh,HATHRAS,Dry chillies,2016,Kharif     ,132.0,121.0,0.92
Meghalaya,EAST GARO HILLS,Rice,2006,Autumn     ,10760.0,16215.0,1.51
Karnataka,UTTARA KANNADA,Sesamum,2008,Kharif     ,1.0,1.0,1.0
Maharashtra,SANGLI,Groundnut,2012,Summer     ,1300.0,1600.0,1.23
Odisha,KORAPUT,Niger seed,2018,Winter     ,11444.0,3342.0,0.29
Rajasthan,NAGAUR,Sweet potato,2016,Whole Year ,86.0,358.0,4.16
Uttar Pradesh,MIRZAPUR,Jowar,2008,Kharif     ,3260.0,4690.0,1.44
Chhattisgarh,RAIPUR,Urad,2005,Kharif     ,4857.0,1613.0,0.33
Meghalaya,NORTH GARO HILLS,Arecanut,2016,Rabi       ,1035.0,1364.0,1.32
Uttar Pradesh,VARANASI,Gram,2000,Rabi       ,3104.0,2988.0,0.96
Tamil Nadu,TIRUNELVELI,Arecanut,2007,Whole Year ,121.0,223.0,1.84
Rajasthan,DAUSA,Dry chillies,2012,Whole Year ,52.0,106.0,2.04
Punjab,BATHINDA,Moong(Green Gram),2015,Kharif     ,900.0,580.0,0.64
Uttarakhand,PITHORAGARH,Onion,2003,Whole Year ,274.0,3151.0,11.5
Rajasthan,BARMER,Groundnut,2018,Kharif     ,3478.0,4675.0,1.34
Uttar Pradesh,MAHARAJGANJ,Banana,2004,Whole Year ,181.0,6583.0,36.37
Gujarat,BHARUCH,Jowar,2013,Rabi       ,6950.0,5884.0,0.85
Gujarat,BHAVNAGAR,Sesamum,2015,Summer     ,1289.0,536.0,0.42
Maharashtra,GONDIA,Gram,2000,Rabi       ,2600.0,1000.0,0.38
Karnataka,BENGALURU URBAN,Moong(Green Gram),2005,Kharif     ,19.0,5.0,0.26
